ds,y,drug
2025-09-21,128,Ibuprofen 200mg
2025-09-22,137,Ibuprofen 200mg
2025-09-23,137,Ibuprofen 200mg
2025-09-24,157,Ibuprofen 200mg
2025-09-25,133,Ibuprofen 200mg
2025-09-26,144,Ibuprofen 200mg
2025-09-27,112,Ibuprofen 200mg
2025-09-28,128,Ibuprofen 200mg
2025-09-29,159,Ibuprofen 200mg
2025-09-30,157,Ibuprofen 200mg
2025-10-01,167,Ibuprofen 200mg
2025-10-02,144,Ibuprofen 200mg
2025-10-03,139,Ibuprofen 200mg
2025-10-04,135,Ibuprofen 200mg
2025-10-05,125,Ibuprofen 200mg
2025-10-06,158,Ibuprofen 200mg
2025-10-07,146,Ibuprofen 200mg
2025-10-08,175,Ibuprofen 200mg
2025-10-09,154,Ibuprofen 200mg
2025-10-10,168,Ibuprofen 200mg
2025-10-11,131,Ibuprofen 200mg
2025-10-12,128,Ibuprofen 200mg
2025-10-13,179,Ibuprofen 200mg
2025-10-14,144,Ibuprofen 200mg
2025-10-15,163,Ibuprofen 200mg
2025-10-16,140,Ibuprofen 200mg
2025-10-17,146,Ibuprofen 200mg
2025-10-18,126,Ibuprofen 200mg
2025-10-19,137,Ibuprofen 200mg
2025-10-20,150,Ibuprofen 200mg
2025-10-21,124,Ibuprofen 200mg
2025-10-22,154,Ibuprofen 200mg
2025-10-23,175,Ibuprofen 200mg
2025-10-24,145,Ibuprofen 200mg
2025-10-25,135,Ibuprofen 200mg
2025-10-26,106,Ibuprofen 200mg
2025-10-27,142,Ibuprofen 200mg
2025-10-28,164,Ibuprofen 200mg
2025-10-29,158,Ibuprofen 200mg
2025-10-30,150,Ibuprofen 200mg
2025-10-31,149,Ibuprofen 200mg
2025-11-01,130,Ibuprofen 200mg
2025-11-02,138,Ibuprofen 200mg
2025-11-03,150,Ibuprofen 200mg
2025-11-04,148,Ibuprofen 200mg
2025-11-05,153,Ibuprofen 200mg
2025-11-06,175,Ibuprofen 200mg
2025-11-07,156,Ibuprofen 200mg
2025-11-08,145,Ibuprofen 200mg
2025-11-09,126,Ibuprofen 200mg
2025-11-10,157,Ibuprofen 200mg
2025-11-11,162,Ibuprofen 200mg
2025-11-12,171,Ibuprofen 200mg
2025-11-13,152,Ibuprofen 200mg
2025-11-14,139,Ibuprofen 200mg
2025-11-15,138,Ibuprofen 200mg
2025-11-16,130,Ibuprofen 200mg
2025-11-17,153,Ibuprofen 200mg
2025-11-18,148,Ibuprofen 200mg
2025-11-19,156,Ibuprofen 200mg
2025-11-20,157,Ibuprofen 200mg
2025-11-21,153,Ibuprofen 200mg
2025-11-22,134,Ibuprofen 200mg
2025-11-23,129,Ibuprofen 200mg
2025-11-24,140,Ibuprofen 200mg
2025-11-25,147,Ibuprofen 200mg
2025-11-26,161,Ibuprofen 200mg
2025-11-27,209,Ibuprofen 200mg
2025-11-28,192,Ibuprofen 200mg
2025-11-29,177,Ibuprofen 200mg
2025-11-30,183,Ibuprofen 200mg
2025-12-01,187,Ibuprofen 200mg
2025-12-02,193,Ibuprofen 200mg
2025-12-03,187,Ibuprofen 200mg
2025-12-04,194,Ibuprofen 200mg
2025-12-05,199,Ibuprofen 200mg
2025-12-06,199,Ibuprofen 200mg
2025-12-07,184,Ibuprofen 200mg
2025-12-08,193,Ibuprofen 200mg
2025-12-09,203,Ibuprofen 200mg
2025-12-10,199,Ibuprofen 200mg
2025-12-11,207,Ibuprofen 200mg
2025-12-12,214,Ibuprofen 200mg
2025-12-13,194,Ibuprofen 200mg
2025-12-14,198,Ibuprofen 200mg
2025-12-15,203,Ibuprofen 200mg
2025-12-16,212,Ibuprofen 200mg
2025-12-17,229,Ibuprofen 200mg
2025-12-18,184,Ibuprofen 200mg
2025-12-19,206,Ibuprofen 200mg
2025-12-20,178,Ibuprofen 200mg
2025-12-21,188,Ibuprofen 200mg
2025-12-22,205,Ibuprofen 200mg
2025-12-23,233,Ibuprofen 200mg
2025-12-24,196,Ibuprofen 200mg
2025-12-25,216,Ibuprofen 200mg
2025-12-26,196,Ibuprofen 200mg
2025-12-27,179,Ibuprofen 200mg
2025-12-28,180,Ibuprofen 200mg
2025-12-29,192,Ibuprofen 200mg
2025-12-30,199,Ibuprofen 200mg
2025-12-31,204,Ibuprofen 200mg
2026-01-01,200,Ibuprofen 200mg
2026-01-02,191,Ibuprofen 200mg
2026-01-03,185,Ibuprofen 200mg
2026-01-04,178,Ibuprofen 200mg
2026-01-05,191,Ibuprofen 200mg
2026-01-06,213,Ibuprofen 200mg
2026-01-07,204,Ibuprofen 200mg
2026-01-08,213,Ibuprofen 200mg
2026-01-09,207,Ibuprofen 200mg
2026-01-10,182,Ibuprofen 200mg
2026-01-11,182,Ibuprofen 200mg
2026-01-12,186,Ibuprofen 200mg
2026-01-13,227,Ibuprofen 200mg
2026-01-14,208,Ibuprofen 200mg
2026-01-15,186,Ibuprofen 200mg
2026-01-16,216,Ibuprofen 200mg
2026-01-17,181,Ibuprofen 200mg
2026-01-18,168,Ibuprofen 200mg
2026-01-19,209,Ibuprofen 200mg
2026-01-20,206,Ibuprofen 200mg
2026-01-21,209,Ibuprofen 200mg
2026-01-22,225,Ibuprofen 200mg
2026-01-23,211,Ibuprofen 200mg
2026-01-24,175,Ibuprofen 200mg
2026-01-25,185,Ibuprofen 200mg
2026-01-26,194,Ibuprofen 200mg
2026-01-27,209,Ibuprofen 200mg
2026-01-28,203,Ibuprofen 200mg
2026-01-29,191,Ibuprofen 200mg
2024-01-30,164,Metformin 850mg
2024-01-31,152,Metformin 850mg
2024-02-01,154,Metformin 850mg
2024-02-02,170,Metformin 850mg
2024-02-03,136,Metformin 850mg
2024-02-04,144,Metformin 850mg
2024-02-05,147,Metformin 850mg
2024-02-06,163,Metformin 850mg
2024-02-07,161,Metformin 850mg
2024-02-08,149,Metformin 850mg
2024-02-09,167,Metformin 850mg
2024-02-10,144,Metformin 850mg
2024-02-11,144,Metformin 850mg
2024-02-12,143,Metformin 850mg
2024-02-13,161,Metformin 850mg
2024-02-14,173,Metformin 850mg
2024-02-15,154,Metformin 850mg
2024-02-16,183,Metformin 850mg
2024-02-17,131,Metformin 850mg
2024-02-18,136,Metformin 850mg
2024-02-19,149,Metformin 850mg
2024-02-20,154,Metformin 850mg
2024-02-21,153,Metformin 850mg
2024-02-22,147,Metformin 850mg
2024-02-23,176,Metformin 850mg
2024-02-24,148,Metformin 850mg
2024-02-25,162,Metformin 850mg
2024-02-26,159,Metformin 850mg
2024-02-27,160,Metformin 850mg
2024-02-28,168,Metformin 850mg
2024-02-29,149,Metformin 850mg
2024-03-01,161,Metformin 850mg
2024-03-02,144,Metformin 850mg
2024-03-03,128,Metformin 850mg
2024-03-04,160,Metformin 850mg
2024-03-05,155,Metformin 850mg
2024-03-06,165,Metformin 850mg
2024-03-07,160,Metformin 850mg
2024-03-08,150,Metformin 850mg
2024-03-09,132,Metformin 850mg
2024-03-10,143,Metformin 850mg
2024-03-11,154,Metformin 850mg
2024-03-12,157,Metformin 850mg
2024-03-13,163,Metformin 850mg
2024-03-14,164,Metformin 850mg
2024-03-15,163,Metformin 850mg
2024-03-16,128,Metformin 850mg
2024-03-17,115,Metformin 850mg
2024-03-18,160,Metformin 850mg
2024-03-19,144,Metformin 850mg
2024-03-20,166,Metformin 850mg
2024-03-21,157,Metformin 850mg
2024-03-22,159,Metformin 850mg
2024-03-23,150,Metformin 850mg
2024-03-24,144,Metformin 850mg
2024-03-25,172,Metformin 850mg
2024-03-26,162,Metformin 850mg
2024-03-27,162,Metformin 850mg
2024-03-28,159,Metformin 850mg
2024-03-29,163,Metformin 850mg
2024-03-30,154,Metformin 850mg
2024-03-31,126,Metformin 850mg
2024-04-01,186,Metformin 850mg
2024-04-02,163,Metformin 850mg
2024-04-03,143,Metformin 850mg
2024-04-04,142,Metformin 850mg
2024-04-05,170,Metformin 850mg
2024-04-06,139,Metformin 850mg
2024-04-07,145,Metformin 850mg
2024-04-08,177,Metformin 850mg
2024-04-09,150,Metformin 850mg
2024-04-10,154,Metformin 850mg
2024-04-11,161,Metformin 850mg
2024-04-12,165,Metformin 850mg
2024-04-13,149,Metformin 850mg
2024-04-14,130,Metformin 850mg
2024-04-15,157,Metformin 850mg
2024-04-16,165,Metformin 850mg
2024-04-17,160,Metformin 850mg
2024-04-18,167,Metformin 850mg
2024-04-19,148,Metformin 850mg
2024-04-20,137,Metformin 850mg
2024-04-21,128,Metformin 850mg
2024-04-22,148,Metformin 850mg
2024-04-23,152,Metformin 850mg
2024-04-24,155,Metformin 850mg
2024-04-25,177,Metformin 850mg
2024-04-26,165,Metformin 850mg
2024-04-27,134,Metformin 850mg
2024-04-28,140,Metformin 850mg
2024-04-29,152,Metformin 850mg
2024-04-30,183,Metformin 850mg
2024-05-01,162,Metformin 850mg
2024-05-02,171,Metformin 850mg
2024-05-03,179,Metformin 850mg
2024-05-04,145,Metformin 850mg
2024-05-05,166,Metformin 850mg
2024-05-06,180,Metformin 850mg
2024-05-07,170,Metformin 850mg
2024-05-08,155,Metformin 850mg
2024-05-09,177,Metformin 850mg
2024-05-10,163,Metformin 850mg
2024-05-11,132,Metformin 850mg
2024-05-12,140,Metformin 850mg
2024-05-13,158,Metformin 850mg
2024-05-14,178,Metformin 850mg
2024-05-15,172,Metformin 850mg
2024-05-16,173,Metformin 850mg
2024-05-17,172,Metformin 850mg
2024-05-18,143,Metformin 850mg
2024-05-19,149,Metformin 850mg
2024-05-20,160,Metformin 850mg
2024-05-21,160,Metformin 850mg
2024-05-22,167,Metformin 850mg
2024-05-23,177,Metformin 850mg
2024-05-24,162,Metformin 850mg
2024-05-25,156,Metformin 850mg
2024-05-26,154,Metformin 850mg
2024-05-27,161,Metformin 850mg
2024-05-28,178,Metformin 850mg
2024-05-29,172,Metformin 850mg
2024-05-30,162,Metformin 850mg
2024-05-31,161,Metformin 850mg
2024-06-01,135,Metformin 850mg
2024-06-02,145,Metformin 850mg
2024-06-03,168,Metformin 850mg
2024-06-04,171,Metformin 850mg
2024-06-05,170,Metformin 850mg
2024-06-06,158,Metformin 850mg
2024-06-07,169,Metformin 850mg
2024-06-08,139,Metformin 850mg
2024-06-09,140,Metformin 850mg
2024-06-10,171,Metformin 850mg
2024-06-11,155,Metformin 850mg
2024-06-12,174,Metformin 850mg
2024-06-13,162,Metformin 850mg
2024-06-14,164,Metformin 850mg
2024-06-15,157,Metformin 850mg
2024-06-16,131,Metformin 850mg
2024-06-17,165,Metformin 850mg
2024-06-18,167,Metformin 850mg
2024-06-19,170,Metformin 850mg
2024-06-20,150,Metformin 850mg
2024-06-21,164,Metformin 850mg
2024-06-22,136,Metformin 850mg
2024-06-23,135,Metformin 850mg
2024-06-24,164,Metformin 850mg
2024-06-25,174,Metformin 850mg
2024-06-26,167,Metformin 850mg
2024-06-27,162,Metformin 850mg
2024-06-28,155,Metformin 850mg
2024-06-29,140,Metformin 850mg
2024-06-30,154,Metformin 850mg
2024-07-01,170,Metformin 850mg
2024-07-02,175,Metformin 850mg
2024-07-03,190,Metformin 850mg
2024-07-04,157,Metformin 850mg
2024-07-05,139,Metformin 850mg
2024-07-06,137,Metformin 850mg
2024-07-07,138,Metformin 850mg
2024-07-08,173,Metformin 850mg
2024-07-09,188,Metformin 850mg
2024-07-10,171,Metformin 850mg
2024-07-11,170,Metformin 850mg
2024-07-12,161,Metformin 850mg
2024-07-13,139,Metformin 850mg
2024-07-14,162,Metformin 850mg
2024-07-15,177,Metformin 850mg
2024-07-16,141,Metformin 850mg
2024-07-17,160,Metformin 850mg
2024-07-18,166,Metformin 850mg
2024-07-19,158,Metformin 850mg
2024-07-20,155,Metformin 850mg
2024-07-21,164,Metformin 850mg
2024-07-22,159,Metformin 850mg
2024-07-23,173,Metformin 850mg
2024-07-24,156,Metformin 850mg
2024-07-25,171,Metformin 850mg
2024-07-26,148,Metformin 850mg
2024-07-27,152,Metformin 850mg
2024-07-28,127,Metformin 850mg
2024-07-29,156,Metformin 850mg
2024-07-30,163,Metformin 850mg
2024-07-31,171,Metformin 850mg
2024-08-01,155,Metformin 850mg
2024-08-02,177,Metformin 850mg
2024-08-03,143,Metformin 850mg
2024-08-04,152,Metformin 850mg
2024-08-05,163,Metformin 850mg
2024-08-06,174,Metformin 850mg
2024-08-07,172,Metformin 850mg
2024-08-08,162,Metformin 850mg
2024-08-09,154,Metformin 850mg
2024-08-10,152,Metformin 850mg
2024-08-11,148,Metformin 850mg
2024-08-12,154,Metformin 850mg
2024-08-13,161,Metformin 850mg
2024-08-14,189,Metformin 850mg
2024-08-15,174,Metformin 850mg
2024-08-16,166,Metformin 850mg
2024-08-17,156,Metformin 850mg
2024-08-18,147,Metformin 850mg
2024-08-19,162,Metformin 850mg
2024-08-20,178,Metformin 850mg
2024-08-21,195,Metformin 850mg
2024-08-22,163,Metformin 850mg
2024-08-23,173,Metformin 850mg
2024-08-24,147,Metformin 850mg
2024-08-25,137,Metformin 850mg
2024-08-26,161,Metformin 850mg
2024-08-27,158,Metformin 850mg
2024-08-28,169,Metformin 850mg
2024-08-29,162,Metformin 850mg
2024-08-30,146,Metformin 850mg
2024-08-31,146,Metformin 850mg
2024-09-01,144,Metformin 850mg
2024-09-02,180,Metformin 850mg
2024-09-03,161,Metformin 850mg
2024-09-04,167,Metformin 850mg
2024-09-05,151,Metformin 850mg
2024-09-06,178,Metformin 850mg
2024-09-07,137,Metformin 850mg
2024-09-08,146,Metformin 850mg
2024-09-09,162,Metformin 850mg
2024-09-10,168,Metformin 850mg
2024-09-11,170,Metformin 850mg
2024-09-12,161,Metformin 850mg
2024-09-13,159,Metformin 850mg
2024-09-14,141,Metformin 850mg
2024-09-15,158,Metformin 850mg
2024-09-16,173,Metformin 850mg
2024-09-17,176,Metformin 850mg
2024-09-18,185,Metformin 850mg
2024-09-19,188,Metformin 850mg
2024-09-20,157,Metformin 850mg
2024-09-21,161,Metformin 850mg
2024-09-22,149,Metformin 850mg
2024-09-23,173,Metformin 850mg
2024-09-24,173,Metformin 850mg
2024-09-25,161,Metformin 850mg
2024-09-26,181,Metformin 850mg
2024-09-27,166,Metformin 850mg
2024-09-28,149,Metformin 850mg
2024-09-29,136,Metformin 850mg
2024-09-30,169,Metformin 850mg
2024-10-01,138,Metformin 850mg
2024-10-02,153,Metformin 850mg
2024-10-03,169,Metformin 850mg
2024-10-04,141,Metformin 850mg
2024-10-05,166,Metformin 850mg
2024-10-06,154,Metformin 850mg
2024-10-07,175,Metformin 850mg
2024-10-08,168,Metformin 850mg
2024-10-09,180,Metformin 850mg
2024-10-10,162,Metformin 850mg
2024-10-11,166,Metformin 850mg
2024-10-12,152,Metformin 850mg
2024-10-13,168,Metformin 850mg
2024-10-14,174,Metformin 850mg
2024-10-15,175,Metformin 850mg
2024-10-16,164,Metformin 850mg
2024-10-17,187,Metformin 850mg
2024-10-18,156,Metformin 850mg
2024-10-19,153,Metformin 850mg
2024-10-20,150,Metformin 850mg
2024-10-21,180,Metformin 850mg
2024-10-22,169,Metformin 850mg
2024-10-23,187,Metformin 850mg
2024-10-24,184,Metformin 850mg
2024-10-25,169,Metformin 850mg
2024-10-26,156,Metformin 850mg
2024-10-27,157,Metformin 850mg
2024-10-28,173,Metformin 850mg
2024-10-29,172,Metformin 850mg
2024-10-30,171,Metformin 850mg
2024-10-31,168,Metformin 850mg
2024-11-01,175,Metformin 850mg
2024-11-02,162,Metformin 850mg
2024-11-03,154,Metformin 850mg
2024-11-04,169,Metformin 850mg
2024-11-05,163,Metformin 850mg
2024-11-06,185,Metformin 850mg
2024-11-07,183,Metformin 850mg
2024-11-08,167,Metformin 850mg
2024-11-09,157,Metformin 850mg
2024-11-10,144,Metformin 850mg
2024-11-11,183,Metformin 850mg
2024-11-12,172,Metformin 850mg
2024-11-13,182,Metformin 850mg
2024-11-14,189,Metformin 850mg
2024-11-15,173,Metformin 850mg
2024-11-16,153,Metformin 850mg
2024-11-17,148,Metformin 850mg
2024-11-18,162,Metformin 850mg
2024-11-19,169,Metformin 850mg
2024-11-20,178,Metformin 850mg
2024-11-21,163,Metformin 850mg
2024-11-22,156,Metformin 850mg
2024-11-23,140,Metformin 850mg
2024-11-24,163,Metformin 850mg
2024-11-25,170,Metformin 850mg
2024-11-26,172,Metformin 850mg
2024-11-27,172,Metformin 850mg
2024-11-28,169,Metformin 850mg
2024-11-29,174,Metformin 850mg
2024-11-30,169,Metformin 850mg
2024-12-01,160,Metformin 850mg
2024-12-02,173,Metformin 850mg
2024-12-03,176,Metformin 850mg
2024-12-04,164,Metformin 850mg
2024-12-05,172,Metformin 850mg
2024-12-06,175,Metformin 850mg
2024-12-07,145,Metformin 850mg
2024-12-08,166,Metformin 850mg
2024-12-09,171,Metformin 850mg
2024-12-10,163,Metformin 850mg
2024-12-11,171,Metformin 850mg
2024-12-12,150,Metformin 850mg
2024-12-13,170,Metformin 850mg
2024-12-14,152,Metformin 850mg
2024-12-15,154,Metformin 850mg
2024-12-16,163,Metformin 850mg
2024-12-17,193,Metformin 850mg
2024-12-18,172,Metformin 850mg
2024-12-19,188,Metformin 850mg
2024-12-20,183,Metformin 850mg
2024-12-21,158,Metformin 850mg
2024-12-22,145,Metformin 850mg
2024-12-23,174,Metformin 850mg
2024-12-24,177,Metformin 850mg
2024-12-25,175,Metformin 850mg
2024-12-26,174,Metformin 850mg
2024-12-27,173,Metformin 850mg
2024-12-28,154,Metformin 850mg
2024-12-29,166,Metformin 850mg
2024-12-30,178,Metformin 850mg
2024-12-31,171,Metformin 850mg
2025-01-01,155,Metformin 850mg
2025-01-02,175,Metformin 850mg
2025-01-03,179,Metformin 850mg
2025-01-04,144,Metformin 850mg
2025-01-05,159,Metformin 850mg
2025-01-06,179,Metformin 850mg
2025-01-07,158,Metformin 850mg
2025-01-08,193,Metformin 850mg
2025-01-09,167,Metformin 850mg
2025-01-10,171,Metformin 850mg
2025-01-11,162,Metformin 850mg
2025-01-12,166,Metformin 850mg
2025-01-13,176,Metformin 850mg
2025-01-14,180,Metformin 850mg
2025-01-15,175,Metformin 850mg
2025-01-16,161,Metformin 850mg
2025-01-17,213,Metformin 850mg
2025-01-18,141,Metformin 850mg
2025-01-19,158,Metformin 850mg
2025-01-20,189,Metformin 850mg
2025-01-21,185,Metformin 850mg
2025-01-22,183,Metformin 850mg
2025-01-23,153,Metformin 850mg
2025-01-24,166,Metformin 850mg
2025-01-25,170,Metformin 850mg
2025-01-26,158,Metformin 850mg
2025-01-27,150,Metformin 850mg
2025-01-28,178,Metformin 850mg
2025-01-29,170,Metformin 850mg
2025-01-30,170,Metformin 850mg
2025-01-31,176,Metformin 850mg
2025-02-01,168,Metformin 850mg
2025-02-02,153,Metformin 850mg
2025-02-03,194,Metformin 850mg
2025-02-04,183,Metformin 850mg
2025-02-05,198,Metformin 850mg
2025-02-06,182,Metformin 850mg
2025-02-07,173,Metformin 850mg
2025-02-08,171,Metformin 850mg
2025-02-09,164,Metformin 850mg
2025-02-10,170,Metformin 850mg
2025-02-11,177,Metformin 850mg
2025-02-12,169,Metformin 850mg
2025-02-13,192,Metformin 850mg
2025-02-14,171,Metformin 850mg
2025-02-15,163,Metformin 850mg
2025-02-16,150,Metformin 850mg
2025-02-17,169,Metformin 850mg
2025-02-18,176,Metformin 850mg
2025-02-19,175,Metformin 850mg
2025-02-20,173,Metformin 850mg
2025-02-21,163,Metformin 850mg
2025-02-22,153,Metformin 850mg
2025-02-23,150,Metformin 850mg
2025-02-24,176,Metformin 850mg
2025-02-25,190,Metformin 850mg
2025-02-26,171,Metformin 850mg
2025-02-27,170,Metformin 850mg
2025-02-28,154,Metformin 850mg
2025-03-01,177,Metformin 850mg
2025-03-02,162,Metformin 850mg
2025-03-03,187,Metformin 850mg
2025-03-04,156,Metformin 850mg
2025-03-05,189,Metformin 850mg
2025-03-06,193,Metformin 850mg
2025-03-07,169,Metformin 850mg
2025-03-08,149,Metformin 850mg
2025-03-09,159,Metformin 850mg
2025-03-10,173,Metformin 850mg
2025-03-11,177,Metformin 850mg
2025-03-12,180,Metformin 850mg
2025-03-13,190,Metformin 850mg
2025-03-14,186,Metformin 850mg
2025-03-15,162,Metformin 850mg
2025-03-16,155,Metformin 850mg
2025-03-17,161,Metformin 850mg
2025-03-18,169,Metformin 850mg
2025-03-19,184,Metformin 850mg
2025-03-20,173,Metformin 850mg
2025-03-21,167,Metformin 850mg
2025-03-22,165,Metformin 850mg
2025-03-23,163,Metformin 850mg
2025-03-24,164,Metformin 850mg
2025-03-25,184,Metformin 850mg
2025-03-26,188,Metformin 850mg
2025-03-27,167,Metformin 850mg
2025-03-28,189,Metformin 850mg
2025-03-29,156,Metformin 850mg
2025-03-30,163,Metformin 850mg
2025-03-31,170,Metformin 850mg
2025-04-01,195,Metformin 850mg
2025-04-02,187,Metformin 850mg
2025-04-03,165,Metformin 850mg
2025-04-04,172,Metformin 850mg
2025-04-05,169,Metformin 850mg
2025-04-06,157,Metformin 850mg
2025-04-07,172,Metformin 850mg
2025-04-08,174,Metformin 850mg
2025-04-09,175,Metformin 850mg
2025-04-10,177,Metformin 850mg
2025-04-11,186,Metformin 850mg
2025-04-12,162,Metformin 850mg
2025-04-13,173,Metformin 850mg
2025-04-14,160,Metformin 850mg
2025-04-15,185,Metformin 850mg
2025-04-16,175,Metformin 850mg
2025-04-17,203,Metformin 850mg
2025-04-18,185,Metformin 850mg
2025-04-19,168,Metformin 850mg
2025-04-20,178,Metformin 850mg
2025-04-21,191,Metformin 850mg
2025-04-22,178,Metformin 850mg
2025-04-23,175,Metformin 850mg
2025-04-24,186,Metformin 850mg
2025-04-25,173,Metformin 850mg
2025-04-26,159,Metformin 850mg
2025-04-27,156,Metformin 850mg
2025-04-28,198,Metformin 850mg
2025-04-29,176,Metformin 850mg
2025-04-30,169,Metformin 850mg
2025-05-01,182,Metformin 850mg
2025-05-02,180,Metformin 850mg
2025-05-03,172,Metformin 850mg
2025-05-04,162,Metformin 850mg
2025-05-05,191,Metformin 850mg
2025-05-06,200,Metformin 850mg
2025-05-07,186,Metformin 850mg
2025-05-08,176,Metformin 850mg
2025-05-09,183,Metformin 850mg
2025-05-10,158,Metformin 850mg
2025-05-11,145,Metformin 850mg
2025-05-12,200,Metformin 850mg
2025-05-13,177,Metformin 850mg
2025-05-14,188,Metformin 850mg
2025-05-15,169,Metformin 850mg
2025-05-16,152,Metformin 850mg
2025-05-17,172,Metformin 850mg
2025-05-18,164,Metformin 850mg
2025-05-19,196,Metformin 850mg
2025-05-20,181,Metformin 850mg
2025-05-21,185,Metformin 850mg
2025-05-22,199,Metformin 850mg
2025-05-23,161,Metformin 850mg
2025-05-24,171,Metformin 850mg
2025-05-25,155,Metformin 850mg
2025-05-26,173,Metformin 850mg
2025-05-27,185,Metformin 850mg
2025-05-28,199,Metformin 850mg
2025-05-29,194,Metformin 850mg
2025-05-30,191,Metformin 850mg
2025-05-31,173,Metformin 850mg
2025-06-01,164,Metformin 850mg
2025-06-02,188,Metformin 850mg
2025-06-03,187,Metformin 850mg
2025-06-04,187,Metformin 850mg
2025-06-05,200,Metformin 850mg
2025-06-06,182,Metformin 850mg
2025-06-07,163,Metformin 850mg
2025-06-08,149,Metformin 850mg
2025-06-09,187,Metformin 850mg
2025-06-10,164,Metformin 850mg
2025-06-11,162,Metformin 850mg
2025-06-12,176,Metformin 850mg
2025-06-13,200,Metformin 850mg
2025-06-14,167,Metformin 850mg
2025-06-15,177,Metformin 850mg
2025-06-16,186,Metformin 850mg
2025-06-17,190,Metformin 850mg
2025-06-18,177,Metformin 850mg
2025-06-19,174,Metformin 850mg
2025-06-20,184,Metformin 850mg
2025-06-21,149,Metformin 850mg
2025-06-22,165,Metformin 850mg
2025-06-23,188,Metformin 850mg
2025-06-24,189,Metformin 850mg
2025-06-25,175,Metformin 850mg
2025-06-26,182,Metformin 850mg
2025-06-27,200,Metformin 850mg
2025-06-28,174,Metformin 850mg
2025-06-29,151,Metformin 850mg
2025-06-30,204,Metformin 850mg
2025-07-01,170,Metformin 850mg
2025-07-02,173,Metformin 850mg
2025-07-03,188,Metformin 850mg
2025-07-04,185,Metformin 850mg
2025-07-05,164,Metformin 850mg
2025-07-06,169,Metformin 850mg
2025-07-07,180,Metformin 850mg
2025-07-08,190,Metformin 850mg
2025-07-09,185,Metformin 850mg
2025-07-10,168,Metformin 850mg
2025-07-11,185,Metformin 850mg
2025-07-12,181,Metformin 850mg
2025-07-13,157,Metformin 850mg
2025-07-14,182,Metformin 850mg
2025-07-15,186,Metformin 850mg
2025-07-16,182,Metformin 850mg
2025-07-17,179,Metformin 850mg
2025-07-18,194,Metformin 850mg
2025-07-19,186,Metformin 850mg
2025-07-20,153,Metformin 850mg
2025-07-21,180,Metformin 850mg
2025-07-22,173,Metformin 850mg
2025-07-23,192,Metformin 850mg
2025-07-24,179,Metformin 850mg
2025-07-25,175,Metformin 850mg
2025-07-26,150,Metformin 850mg
2025-07-27,159,Metformin 850mg
2025-07-28,189,Metformin 850mg
2025-07-29,166,Metformin 850mg
2025-07-30,198,Metformin 850mg
2025-07-31,167,Metformin 850mg
2025-08-01,175,Metformin 850mg
2025-08-02,160,Metformin 850mg
2025-08-03,169,Metformin 850mg
2025-08-04,183,Metformin 850mg
2025-08-05,152,Metformin 850mg
2025-08-06,204,Metformin 850mg
2025-08-07,191,Metformin 850mg
2025-08-08,204,Metformin 850mg
2025-08-09,180,Metformin 850mg
2025-08-10,167,Metformin 850mg
2025-08-11,170,Metformin 850mg
2025-08-12,193,Metformin 850mg
2025-08-13,180,Metformin 850mg
2025-08-14,169,Metformin 850mg
2025-08-15,188,Metformin 850mg
2025-08-16,171,Metformin 850mg
2025-08-17,168,Metformin 850mg
2025-08-18,198,Metformin 850mg
2025-08-19,201,Metformin 850mg
2025-08-20,183,Metformin 850mg
2025-08-21,197,Metformin 850mg
2025-08-22,170,Metformin 850mg
2025-08-23,177,Metformin 850mg
2025-08-24,163,Metformin 850mg
2025-08-25,183,Metformin 850mg
2025-08-26,171,Metformin 850mg
2025-08-27,196,Metformin 850mg
2025-08-28,181,Metformin 850mg
2025-08-29,174,Metformin 850mg
2025-08-30,149,Metformin 850mg
2025-08-31,162,Metformin 850mg
2025-09-01,192,Metformin 850mg
2025-09-02,192,Metformin 850mg
2025-09-03,202,Metformin 850mg
2025-09-04,183,Metformin 850mg
2025-09-05,209,Metformin 850mg
2025-09-06,169,Metformin 850mg
2025-09-07,173,Metformin 850mg
2025-09-08,193,Metformin 850mg
2025-09-09,196,Metformin 850mg
2025-09-10,168,Metformin 850mg
2025-09-11,176,Metformin 850mg
2025-09-12,196,Metformin 850mg
2025-09-13,159,Metformin 850mg
2025-09-14,157,Metformin 850mg
2025-09-15,201,Metformin 850mg
2025-09-16,184,Metformin 850mg
2025-09-17,186,Metformin 850mg
2025-09-18,170,Metformin 850mg
2025-09-19,187,Metformin 850mg
2025-09-20,175,Metformin 850mg
2025-09-21,176,Metformin 850mg
2025-09-22,179,Metformin 850mg
2025-09-23,175,Metformin 850mg
2025-09-24,194,Metformin 850mg
2025-09-25,194,Metformin 850mg
2025-09-26,183,Metformin 850mg
2025-09-27,154,Metformin 850mg
2025-09-28,154,Metformin 850mg
2025-09-29,215,Metformin 850mg
2025-09-30,208,Metformin 850mg
2025-10-01,174,Metformin 850mg
2025-10-02,181,Metformin 850mg
2025-10-03,180,Metformin 850mg
2025-10-04,164,Metformin 850mg
2025-10-05,153,Metformin 850mg
2025-10-06,188,Metformin 850mg
2025-10-07,190,Metformin 850mg
2025-10-08,187,Metformin 850mg
2025-10-09,175,Metformin 850mg
2025-10-10,194,Metformin 850mg
2025-10-11,176,Metformin 850mg
2025-10-12,166,Metformin 850mg
2025-10-13,204,Metformin 850mg
2025-10-14,189,Metformin 850mg
